Target,Race,Gender,Age,NumberofRaters,Female_prop,Male_prop,Asian_prop,Black_prop,Latino_prop,Multi_prop,Other_prop,White_prop,Afraid,Angry,Attractive,Babyface,Disgusted,Dominant,Feminine,Happy,Masculine,Prototypic,Sad,Suitability,Surprised,Threatening,Trustworthy,Unusual,Luminance_median,Nose_Width,Nose_Length,Lip_Thickness,Face_Length,R_Eye_H,L_Eye_H,Avg_Eye_Height,R_Eye_W,L_Eye_W,Avg_Eye_Width,Face_Width_Cheeks,Face_Width_Mouth,Forehead,Pupil_Top_R,Pupil_Top_L,Asymmetry_pupil_top,Pupil_Lip_R,Pupil_Lip_L,Asymmetry_pupil_lip,BottomLip_Chin,Midcheek_Chin_R,Midcheek_Chin_L,Cheeks_avg,Midbrow_Hairline_R,Midbrow_Hairline_L,Faceshape,Heartshapeness,Noseshape,LipFullness,EyeShape,EyeSize,UpperHeadLength,MidfaceLength,ChinLength,ForeheadHeight,CheekboneHeight,CheekboneProminence,FaceRoundness,fWHR
WF-247,W,F,26.41666667,23,1,0,0,0,0,0,0,1,1.708333333,2.25,3.25,2.291666667,2.208333333,2.652173913,4.826086957,2.416666667,1.583333333,3.56097561,2,.,1.708333333,1.875,3.608695652,1.666666667,183,207,270,111.5,1215,54,55.5,54.75,166,166,166,637.5,460,510.5,489.5,497,7.5,377.5,376.5,1,197.5,422.5,422,422.25,395.5,390.5,0.524691358,1.385869565,0.766666667,0.091769547,0.329819277,0.045061728,0.420164609,0.310288066,0.16255144,0.32345679,0.347530864,177.5,0.378600823,1.770792697
WF-248,W,F,29.44444444,27,1,0,0,0,0,0.037037037,0,0.962962963,2.111111111,1.814814815,2,2.307692308,1.653846154,2.296296296,3.518518519,2.185185185,2.407407407,3.06,2.62962963,.,1.888888889,1.703703704,3.259259259,2.111111111,185,213.5,210.5,96,1085,58.5,60.5,59.5,163.5,162,162.75,639.5,500.5,420.5,427.5,434,6.5,325.5,330.5,5,229.5,415,408,411.5,311,324,0.589400922,1.277722278,1.014251781,0.088479263,0.365591398,0.05483871,0.387557604,0.302304147,0.211520737,0.292626728,0.379262673,139,0.461290323,1.84672644
WF-249,W,F,29.42857143,28,0.964285714,0.035714286,0.035714286,0,0.535714286,0.107142857,0.071428571,0.25,2.035714286,3.392857143,2.535714286,1.964285714,2.464285714,3.357142857,4.37037037,1.925925926,1.888888889,1.571428571,2.821428571,.,1.535714286,2.607142857,3,1.785714286,182,209,215.5,103,1091,52.5,56,54.25,156,162,159,635.5,453,460,465.5,456.5,9,344,338,6,184,396.5,390.5,393.5,369.5,311.5,0.582493126,1.402869757,0.969837587,0.094408799,0.341194969,0.049725023,0.421631531,0.312557287,0.168652612,0.312098992,0.360678277,182.5,0.415215399,1.824614198
WF-250,W,F,36.8,25,0.96,0.04,0,0,0.04,0.04,0,0.92,1.458333333,1.52,1.72,1.44,1.6,1.64,3.208333333,1.84,1.583333333,2.209302326,2.48,.,1.25,1.44,3,3.88,180.5,193.5,269,79.5,1068,63,61.5,62.25,147.5,154.5,151,590.5,462.5,390,443,444,1,330.5,340,9.5,210,387.5,380.5,384,310,317,0.552902622,1.276756757,0.719330855,0.074438202,0.412251656,0.058286517,0.365168539,0.313904494,0.196629213,0.293539326,0.359550562,128,0.433052434,1.594831833
WF-251,W,F,50.43478261,23,1,0,0,0,0.043478261,0,0,0.956521739,1.565217391,1.913043478,3.217391304,1.173913043,1.782608696,2.130434783,4.869565217,3.565217391,1.260869565,3.159090909,2.043478261,.,1.391304348,1.47826087,3.913043478,1.52173913,161,208,258,103.5,1176,55.5,48,51.75,176,162.5,169.25,621,495,457,462.5,470,7.5,379.5,375,4.5,229.5,455,458.5,456.75,342.5,351.5,0.528061224,1.254545455,0.80620155,0.088010204,0.305760709,0.044005102,0.388605442,0.320790816,0.195153061,0.295068027,0.388392857,126,0.420918367,1.606681034
WF-252,W,F,26.46428571,28,1,0,0,0,0,0.107142857,0,0.892857143,1.571428571,2.214285714,3.785714286,2.214285714,2.035714286,2.321428571,5.107142857,2.785714286,1.392857143,3.7,1.857142857,.,1.75,2,3.285714286,2.535714286,178,204.5,248.5,127,1167.5,61,65,63,175,165,170,605.5,475,469,482.5,486,3.5,354.5,353,1.5,211.5,447,436.5,441.75,385,382.5,0.51862955,1.274736842,0.822937626,0.108779443,0.370588235,0.053961456,0.401713062,0.302997859,0.181156317,0.32869379,0.378372591,130.5,0.406852248,1.84516156
WM-001,W,M,16.93548387,93,0.032258065,0.967741935,0,0,0,0,0.010752688,0.989247312,2.548387097,2.247311828,2.64516129,3.591397849,2.182795699,1.857142857,2.096774194,1.967741935,3.580645161,3.857142857,3.494623656,3.730769231,1.698924731,1.827956989,3.215053763,2.322580645,162.5,190,260,97,1062.5,52,54,53,155,155.5,155.25,621,471,386.5,383.5,382.5,1,388.5,381.5,7,175.5,479.5,459.5,469.5,305,317,0.584470588,1.318471338,0.730769231,0.091294118,0.341384863,0.049882353,0.363764706,0.362352941,0.165176471,0.292705882,0.441882353,0.141176471,0.443294118,1.73
WM-002,W,M,30.43209877,81,0,1,0.024691358,0,0.061728395,0.037037037,0.24691358,0.62962963,2.0375,3.569620253,2.5125,1.7875,3.025,3.857142857,1.696202532,2.0125,4.875,1.872727273,2.775,3.038461538,1.7875,3.525,2.975,3.3125,156.5,216.5,244.5,130.5,1164.5,53,55,54,165,164.5,164.75,690,673,441.5,449.5,455.5,6,370.5,383.5,13,204.5,511,509,510,367,375,0.592528982,1.02526003,0.885480573,0.112065264,0.327769347,0.046371833,0.379132675,0.323744096,0.175611851,0.31859167,0.437956204,0.01459854,0.577930442,1.95
WM-003,W,M,23.3452381,83,0,1,0,0,0,0,0,1,1.987951807,2.445783133,3.682926829,2.879518072,2.180722892,3.36,1.915662651,2.542168675,4.891566265,4.191489362,2.674698795,4.538461538,1.891566265,2.56626506,3.578313253,2.638554217,168,196.5,275.5,111.5,1010.5,52.5,56.5,54.5,153.5,166,159.75,668,581,320.5,317,310,7,401.5,390,11.5,203.5,528.5,497.5,513,259,259.5,0.661058882,1.149741824,0.713248639,0.110341415,0.341158059,0.053933696,0.317169718,0.391637803,0.201385453,0.25655616,0.507669471,0.086095992,0.57496289,1.75
WM-004,W,M,25.8172043,93,0,1,0,0,0,0,0.010752688,0.989247312,1.804347826,1.835164835,4.663043478,2.467391304,1.739130435,3.153846154,1.804347826,2.630434783,4.847826087,4.288461538,2.434782609,4.692307692,1.467391304,1.760869565,3.56043956,1.934065934,151,227,245.5,92,1156,52,52.5,52.25,156.5,153.5,155,662.5,616,442,422.5,427,4.5,387,381.5,5.5,228.5,500.5,489,494.75,358.5,357.5,0.573096886,1.075487013,0.924643585,0.079584775,0.337096774,0.045198962,0.382352941,0.332396194,0.19766436,0.309688581,0.427984429,0.040224913,0.532871972,1.85
WM-006,W,M,25.64534884,86,0,1,0,0,0.023255814,0.011627907,0.011627907,0.953488372,1.965116279,2.441860465,3.511627907,3.046511628,2.023809524,3.476190476,2.581395349,2.752941176,4.476744186,3.857142857,2.44047619,3.884615385,1.755813953,2.476744186,3.430232558,2.929411765,148.5,231.5,247,86.5,1099.5,52.5,52.5,52.5,143.5,148,145.75,679,587.5,401.5,340,393.5,53.5,368,365,3,229.5,489,481,485,339.5,328.5,0.617553433,1.155744681,0.937246964,0.078672124,0.360205832,0.047748977,0.365165985,0.333333333,0.208731241,0.303774443,0.441109595,0.083219645,0.534333788,2.01
WM-009,W,M,23.69565217,92,0,1,0.010869565,0,0.108695652,0,0.010869565,0.869565217,2.119565217,2.782608696,4.076086957,2.912087912,2.380434783,3.346153846,2.032608696,2.260869565,4.72826087,3.487804878,2.391304348,4.36,1.855555556,2.456521739,3.510869565,2.230769231,141.5,186,247.5,86.5,1103,55.5,53,54.25,146,148.5,147.25,631.5,497,394,406.5,400,6.5,385.5,386.5,1,211,488.5,477.5,483,321,325.5,0.572529465,1.270623742,0.751515152,0.078422484,0.368421053,0.049184044,0.357207616,0.349954669,0.191296464,0.29306437,0.437896646,0.121940163,0.450589302,1.73
WM-010,W,M,27.39784946,93,0.010752688,0.989247312,0,0,0.010752688,0,0.021505376,0.967741935,2.532608696,3.608695652,2.282608696,2.380434783,2.97826087,2.8,1.891304348,1.494505495,3.793478261,3.68,3.858695652,3.44,1.782608696,3.5,2.456521739,2.747252747,148.5,209,218,103.5,1138,45,44,44.5,135.5,140,137.75,663,535.5,451.5,456,445,11,375.5,368,7.5,206,499,477.5,488.25,377.5,366.5,0.582601054,1.238095238,0.958715596,0.090949033,0.323049002,0.039103691,0.396748682,0.326669596,0.181019332,0.326889279,0.429042179,0.112038664,0.47056239,1.77
WM-011,W,M,30.98863636,88,0,1,0,0,0.011363636,0,0.011363636,0.977272727,2.045454545,2.75,3.170454545,2.511363636,2.556818182,2.384615385,2.114942529,1.920454545,4.25,3.566037736,3.284090909,4.192307692,1.693181818,2.443181818,3.056818182,2.352272727,150.5,200.5,213.5,97.5,1176.5,50,50,50,152,155.5,153.75,642,597,465.5,493.5,468,25.5,362,365,3,229,517.5,515.5,516.5,409,388,0.545686358,1.075376884,0.93911007,0.082872928,0.325203252,0.042498938,0.395665108,0.308967276,0.194645134,0.338716532,0.439014025,0.038249044,0.507437314,1.72
WM-012,W,M,32.14444444,90,0.022222222,0.977777778,0,0,0.044444444,0.011111111,0.011111111,0.933333333,2.483146067,2.842696629,2.840909091,2.5,2.404494382,2.481481481,1.674157303,1.921348315,4.550561798,3.956521739,3.157303371,4.346153846,1.786516854,2.505617978,3.359550562,1.886363636,143,214.5,256,84.5,1072,65.5,65,65.25,162,161,161.5,709,558,375.5,427,410,17,371,388.5,17.5,210,486.5,477,481.75,355.5,332,0.661380597,1.270609319,0.837890625,0.078824627,0.404024768,0.060867537,0.350279851,0.354244403,0.195895522,0.320662313,0.449393657,0.140858209,0.520522388,1.9
WM-013,W,M,32.37931034,87,0,1,0,0,0.011494253,0,0.011494253,0.977011494,2.488372093,2.720930233,2.755813953,2.034883721,2.511627907,2.64,1.802325581,2.117647059,4.325581395,3.58490566,3.476190476,4.423076923,1.872093023,2.552941176,3.209302326,1.965116279,143,204,241,71,1100,53.5,58.5,56,151,153,152,674.5,616,437.5,460.5,422,38.5,350,366.5,16.5,242,481.5,478.5,480,357.5,337,0.613181818,1.094967532,0.846473029,0.064545455,0.368421053,0.050909091,0.397727273,0.325681818,0.22,0.315681818,0.436363636,0.053181818,0.56,1.83
WM-014,W,M,33.71428571,84,0,1,0,0,0.011904762,0,0.011904762,0.976190476,2.084337349,2.285714286,3.476190476,2.464285714,2.178571429,3.4,1.94047619,3.25,4.869047619,3.630434783,2.416666667,4.346153846,1.833333333,2.333333333,3.80952381,1.880952381,137.5,231.5,246,86.5,1158,51,46,48.5,167,165,166,687,639.5,462,479.5,469.5,10,387.5,386.5,1,221,486,482.5,484.25,416.5,416,0.593264249,1.074276779,0.941056911,0.074697755,0.292168675,0.041882556,0.398963731,0.334196891,0.190846287,0.359455959,0.418177893,0.041018998,0.55224525,1.96
WM-015,W,M,23.37209302,86,0,1,0,0,0,0,0,1,2.127906977,2.627906977,3.511627907,2.976744186,2.197674419,3.043478261,2.313953488,2.174418605,4.302325581,3.943396226,2.588235294,4.346153846,1.882352941,2.38372093,3.313953488,2.395348837,159,207,267,102,1065.5,59.5,67,63.25,163,164.5,163.75,685.5,640.5,359,390,389,1,394.5,400.5,6,193.5,484.5,478,481.25,337.5,355.5,0.643359925,1.070257611,0.775280899,0.095729704,0.386259542,0.059361802,0.336931018,0.373064289,0.18160488,0.325199437,0.451665885,0.042233693,0.601126232,1.8
WM-016,W,M,30.39534884,86,0.011627907,0.988372093,0,0,0.034883721,0,0,0.965116279,2.104651163,3.174418605,3.255813953,1.848837209,2.523255814,4.125,1.406976744,2.11627907,5.209302326,4.01754386,2.61627907,4.5,1.61627907,3.058823529,3.081395349,1.953488372,144,217,252.5,100.5,1086.5,53.5,56.5,55,155,159.5,157.25,698.5,641,354,387,379,8,359.5,365,5.5,240.5,486.5,487.5,487,360,329,0.642890014,1.089703588,0.859405941,0.09249885,0.349761526,0.050621261,0.325816843,0.333410032,0.221352968,0.317073171,0.448228256,0.052922227,0.589967786,2.08
WM-017,W,M,23.58510638,94,0,1,0,0.010638298,0,0,0,0.989361702,2.35106383,2.752688172,2.361702128,2.670212766,2.361702128,3.62962963,1.670212766,2.340425532,4.468085106,4.106382979,3.095744681,4,1.946236559,3.117021277,2.806451613,2.585106383,150.5,186,246,113,1222.5,49.5,56,52.75,151.5,156,153.75,678,566,436.5,432.5,445,12.5,392,385,7,266.5,528.5,523,525.75,376.5,383,0.554601227,1.197879859,0.756097561,0.092433538,0.343089431,0.043149284,0.357055215,0.317791411,0.21799591,0.310633947,0.43006135,0.091615542,0.462985685,1.9
WM-018,W,M,36.16304348,92,0,1,0,0,0.010869565,0,0,0.989130435,1.89010989,2.444444444,2.7,1.78021978,2.142857143,3.518518519,1.56043956,2.395604396,5.032967033,3.406779661,2.588888889,4.230769231,1.7,2.703296703,3.388888889,2.617977528,129.5,231.5,247.5,98,1139,58,62,60,160,165,162.5,659,559,419,398,388.5,9.5,407,400,7,233,535.5,502.5,519,352,345.5,0.5785777,1.178890877,0.935353535,0.086040386,0.369230769,0.052677788,0.36786655,0.354258121,0.204565408,0.30618964,0.455662862,0.087796313,0.490781387,1.75
WM-019,W,M,25.10869565,92,0,1,0,0,0.217391304,0,0.054347826,0.72826087,2.260869565,3.5,2.282608696,2.445652174,2.793478261,3.928571429,1.673913043,1.75,4.760869565,2.288888889,2.695652174,3.538461538,1.692307692,3.456521739,2.695652174,2.555555556,143.5,203.5,231,105,985,54.5,55.5,55,150,152.5,151.25,681,578,340.5,366.5,376.5,10,346,337,9,231,466,449.5,457.75,308,320.5,0.691370558,1.178200692,0.880952381,0.106598985,0.363636364,0.055837563,0.345685279,0.346700508,0.234517766,0.319035533,0.464720812,0.104568528,0.58680203,2.15
WM-020,W,M,34.96590909,88,0,1,0.011363636,0,0.022727273,0,0,0.965909091,2.420454545,2.431818182,2.693181818,2.227272727,2.204545455,2.592592593,1.818181818,2.238636364,4.579545455,4.28,3.238636364,4,1.875,2.568181818,3.068181818,2.227272727,149.5,210,245.5,87,1187,57.5,57.5,57.5,162,163,162.5,700,575,456.5,447.5,436,11.5,385.5,392.5,7,260.5,520,508,514,381.5,366,0.589721988,1.217391304,0.855397149,0.073294019,0.353846154,0.048441449,0.384582982,0.327716933,0.219460826,0.314869419,0.433024431,0.105307498,0.48441449,1.93
WM-021,W,M,29.11627907,85,0.011627907,0.988372093,0.011764706,0,0.094117647,0.035294118,0.094117647,0.764705882,2.176470588,3.2,2.658823529,1.670588235,2.329411765,3.958333333,1.423529412,1.976470588,5.294117647,2.22,2.535714286,3.307692308,1.988235294,3.258823529,3,2.404761905,130.5,222,248,97.5,1141,60.5,62,61.25,153,155.5,154.25,688,569,414,415.5,415,0.5,370.5,373,2.5,257,515.5,489.5,502.5,342,367,0.602979842,1.20913884,0.89516129,0.085451358,0.397082658,0.053680982,0.362839614,0.325810692,0.225241017,0.310692375,0.440403155,0.104294479,0.498685364,2.02
WM-022,W,M,29.06451613,93,0,1,0,0,0.505376344,0.010752688,0.043010753,0.440860215,1.967032967,3.065217391,2.891304348,2.717391304,2.52173913,3.172413793,1.619565217,2,4.879120879,1.941176471,2.880434783,2.884615385,1.72826087,3.10989011,3.010989011,2.086956522,142,212.5,245.5,103,1081.5,42,43,42.5,143,146,144.5,711.5,648.5,387,424,403,21,372.5,385,12.5,204.5,470,469,469.5,355.5,329,0.657882571,1.097147263,0.865580448,0.095238095,0.294117647,0.039297272,0.357836338,0.350208044,0.189089228,0.316458622,0.434119279,0.058252427,0.599630143,1.97
WM-023,W,M,37.59340659,91,0,1,0.010989011,0,0,0,0,0.989010989,1.89010989,1.758241758,2.866666667,1.791208791,1.78021978,2.5,1.626373626,3.388888889,4.549450549,3.826923077,2.307692308,4.153846154,1.703296703,1.9,3.811111111,2.230769231,135.5,207,228.5,87,1165,51.5,47,49.25,161,157,159,681.5,563,373.5,422.5,428,5.5,376.5,379,2.5,290,524,519.5,521.75,335.5,336,0.584978541,1.210479574,0.905908096,0.074678112,0.309748428,0.042274678,0.320600858,0.324248927,0.248927039,0.288197425,0.447854077,0.101716738,0.483261803,1.75
WM-024,W,M,20.81707317,82,0,1,0.012195122,0,0.024390244,0.012195122,0.024390244,0.926829268,2.426829268,1.93902439,3.646341463,3.609756098,1.901234568,2.28,2.219512195,2.890243902,3.951219512,3.269230769,2.585365854,4.307692308,2.182926829,1.817073171,3.780487805,1.913580247,155,203,231,83.5,1038.5,62,57.5,59.75,150,155.5,152.75,680,555.5,371,410.5,414.5,4,354.5,360.5,6,207,469,466.5,467.75,324,330,0.654790563,1.224122412,0.878787879,0.080404429,0.391162029,0.057534906,0.357246028,0.344246509,0.199325951,0.314877227,0.450409244,0.119884449,0.534906115,1.93
WM-025,W,M,21.12359551,89,0.011235955,0.988764045,0,0,0.011235955,0,0,0.988764045,2.227272727,1.931818182,2.784090909,3.102272727,1.793103448,1.791666667,2.75862069,2.818181818,3.715909091,4.137254902,2.443181818,3.884615385,1.886363636,1.784090909,3.488636364,2.681818182,151.5,215.5,260,81,1096.5,57,61,59,156,159,157.5,660.5,540,387.5,420.5,416,4.5,386,388.5,2.5,210,475.5,462,468.75,350.5,343.5,0.602371181,1.223148148,0.828846154,0.073871409,0.374603175,0.05380757,0.353397173,0.353169175,0.191518468,0.316461468,0.42749658,0.109895121,0.49247606,1.76
WM-026,W,M,25.68604651,86,0,1,0,0,0.011627907,0.011627907,0,0.976744186,2.011627907,2.372093023,3.093023256,2.209302326,2.11627907,3.230769231,2.406976744,2.534883721,4.162790698,4.0625,2.569767442,3.884615385,1.918604651,2.523255814,3.174418605,3.26744186,148.5,230,278,131,1205,63.5,65,64.25,163.5,165,164.25,674.5,533,486.5,473.5,460,13.5,399.5,393,6.5,193,497,486,491.5,402.5,386.5,0.559751037,1.265478424,0.827338129,0.108713693,0.391171994,0.053319502,0.40373444,0.328838174,0.160165975,0.327385892,0.407883817,0.117427386,0.442323651,1.93
WM-028,W,M,24.92682927,81,0.012345679,0.987654321,0.086419753,0,0.148148148,0.049382716,0.296296296,0.419753086,2.525,2.5625,3.2,2.55,2.5375,2.636363636,2.2,2.6375,4.2625,2.022222222,3.075,3.461538462,2.3875,2.4125,3.55,2.9,145,225,276.5,92.5,1055.5,66,64,65,171.5,172,171.75,672,614.5,350,391.5,375.5,16,375,379.5,4.5,214,452,467,459.5,310,301,0.636665088,1.09357201,0.813743219,0.087636191,0.37845706,0.061582189,0.3315964,0.357413548,0.202747513,0.289436286,0.435338702,0.054476551,0.582188536,1.84
WM-029,W,M,28.5862069,87,0.011494253,0.988505747,0.011494253,0,0.022988506,0.011494253,0,0.954022989,1.885057471,1.770114943,4.586206897,2.494252874,1.655172414,2.821428571,1.609195402,2.666666667,5.206896552,3.76,2.275862069,4.5,1.655172414,1.827586207,3.701149425,2.045977011,142,200.5,251.5,100,1081.5,57.5,57,57.25,148,153,150.5,666.5,650,372.5,441,437.5,3.5,383.5,375,8.5,203,479.5,476.5,478,376.5,371.5,0.616273694,1.025384615,0.7972167,0.09246417,0.380398671,0.052935737,0.344429034,0.350670365,0.187702265,0.345815996,0.441978733,0.015256588,0.601017106,1.89
WM-031,W,M,21.73563218,86,0,1,0,0,0.011627907,0,0,0.988372093,2.287356322,2.712643678,3.045977011,3.482758621,2.195402299,2.928571429,2.137931034,2.471264368,4.081395349,4.25,2.482758621,4.653846154,1.735632184,2.476744186,3.390804598,2.011627907,163,200.5,252.5,89,1115.5,65,65.5,65.25,163.5,163.5,163.5,675.5,528.5,378.5,422.5,393.5,29,400,396,4,236,504,495.5,499.75,349,323,0.605558046,1.278145695,0.794059406,0.07978485,0.399082569,0.058493949,0.339309727,0.356790677,0.211564321,0.30121022,0.448005379,0.131779471,0.473778575,1.88
WM-032,W,M,25.49425287,87,0,1,0,0,0,0,0,1,1.816091954,1.850574713,2.643678161,3.252873563,1.88372093,3.12,1.885057471,3.686046512,4.517241379,3.933333333,2.058139535,4.038461538,1.954022989,2.186046512,3.563218391,2.73255814,161.5,228,246.5,81,1079.5,45.5,40.5,43,151,149,150,657,617.5,380.5,424,449.5,25.5,370,370.5,0.5,240.5,465,459,462,350.5,395.5,0.6086151,1.063967611,0.92494929,0.075034738,0.286666667,0.039833256,0.352477999,0.342982862,0.222788328,0.345530338,0.427975915,0.036591014,0.572024085,1.98
WM-033,W,M,26.59340659,91,0.021978022,0.978021978,0,0,0,0,0.010989011,0.989010989,1.725274725,1.755555556,3.846153846,2.230769231,1.835164835,2.814814815,1.78021978,2.511111111,4.555555556,4.142857143,2.244444444,4.769230769,1.516483516,1.846153846,3.582417582,1.9,156,214.5,244,109,1059.5,57,55.5,56.25,166,167.5,166.75,623.5,592.5,364.5,396.5,393.5,3,363,366.5,3.5,210.5,475.5,477,476.25,327.5,344,0.588485134,1.052320675,0.879098361,0.102878716,0.337331334,0.053091081,0.344030203,0.344266163,0.198678622,0.316894762,0.449504483,0.029259084,0.55922605,1.83
WM-034,W,M,23.22093023,86,0,1,0,0,0,0,0,1,2.156626506,2.666666667,2.698795181,2.180722892,2.083333333,2.538461538,1.55952381,2.30952381,4.761904762,3.690909091,2.916666667,3.961538462,1.785714286,2.464285714,3.182926829,2.630952381,153,213,260.5,130,1102.5,61.5,64,62.75,164.5,169,166.75,670,625,309.5,331,334.5,3.5,400.5,405,4.5,252.5,562.5,553.5,558,280,279.5,0.607709751,1.072,0.817658349,0.117913832,0.376311844,0.0569161,0.280725624,0.365306122,0.229024943,0.253741497,0.506122449,0.040816327,0.566893424,1.87
WM-035,W,M,20.70652174,92,0,1,0,0,0.032608696,0,0,0.967391304,2.593406593,3.835164835,2.164835165,3.032967033,3.428571429,2.962962963,1.725274725,1.901098901,4.483516484,3.357142857,3.087912088,3.653846154,1.923076923,3.395604396,2.758241758,2.527472527,157.5,215.5,230.5,118.5,1127,49.5,49.5,49.5,158,168,163,656.5,602,431,419,415.5,3.5,379,369.5,9.5,200.5,483.5,472,477.75,362.5,358.5,0.582519965,1.090531561,0.934924078,0.105146406,0.303680982,0.043921917,0.382431233,0.332076309,0.177905945,0.319875776,0.423913043,0.048358474,0.534161491,1.99
WM-036,W,M,22.6627907,86,0.011764706,0.988235294,0,0,0.034883721,0.011627907,0.023255814,0.930232558,2.081395349,2.360465116,2.76744186,2.329411765,2.11627907,2.407407407,2.395348837,1.906976744,3.88372093,2.956521739,3.325581395,3.346153846,1.755813953,2.430232558,2.825581395,3.244186047,139,230.5,246,139,1169.5,48.5,51,49.75,151,156.5,153.75,659.5,545,398.5,396,411,15,382,390.5,8.5,233,537,547.5,542.25,296.5,327.5,0.563916204,1.210091743,0.93699187,0.118854211,0.323577236,0.042539547,0.340743908,0.330269346,0.19923044,0.266780676,0.463659684,0.097905088,0.466011116,1.73
WM-037,W,M,17.55172414,88,0,1,0,0,0,0,0.011363636,0.988636364,2.170454545,2.090909091,2.431818182,3.852272727,2.022727273,1.52,2.386363636,1.875,3.511363636,4,3.329545455,3.346153846,1.545454545,1.806818182,3.125,2.686046512,158,219,225.5,128,1107.5,46,44,45,144.5,145,144.75,668,561.5,417.5,429.5,410.5,19,347,357.5,10.5,195.5,466,472.5,469.25,332.5,340,0.603160271,1.189670525,0.971175166,0.115575621,0.310880829,0.040632054,0.376975169,0.318058691,0.176523702,0.303611738,0.423702032,0.096162528,0.506997743,1.9
WM-038,W,M,25.51685393,88,0.011235955,0.988764045,0,0,0.011363636,0,0,0.988636364,1.93258427,2.862068966,2.617977528,2.078651685,2.280898876,3.285714286,2.123595506,1.842696629,4.465909091,4.25,3,3.846153846,1.494382022,2.786516854,2.966292135,3.125,157,211,230,87,1079.5,52,49.5,50.75,149,153.5,151.25,662,644,382,383,374.5,8.5,344.5,355.5,11,251.5,477.5,485,481.25,312,305,0.613246874,1.027950311,0.917391304,0.080592867,0.33553719,0.047012506,0.353867531,0.324224178,0.232978231,0.285780454,0.445808245,0.016674386,0.596572487,1.99
WM-039,W,M,19.23863636,89,0.011494253,0.988505747,0,0,0,0,0.02247191,0.97752809,2.11627907,2.023529412,2.430232558,3.294117647,1.930232558,1.64,2.593023256,1.953488372,3.541176471,4.333333333,3.244186047,3.88,1.511627907,1.755813953,3.023529412,3.058823529,156.5,199.5,245,95,1038,50,53,51.5,144.5,144,144.25,579.5,445.5,373.5,382,380,2,379.5,366.5,13,180.5,476,455,465.5,303.5,329.5,0.558285164,1.300785634,0.814285714,0.091522158,0.357019064,0.049614644,0.35982659,0.359344894,0.1738921,0.304913295,0.448458574,0.129094412,0.429190751,1.67
WM-040,W,M,25.11702128,94,0.010638298,0.989361702,0,0,0,0,0.010638298,0.989361702,1.784946237,2.322580645,3.053763441,2.25,2.172043011,3.096774194,1.806451613,2.548387097,4.655913978,3.901960784,2.204301075,4.192307692,1.623655914,2.301075269,3.419354839,2.326086957,151,213.5,262.5,127.5,1055.5,49.5,48,48.75,158.5,157,157.75,649.5,559,354.5,429,424,5,364,367.5,3.5,199.5,496.5,493.5,495,374.5,377,0.615348176,1.161896243,0.813333333,0.120795831,0.309033281,0.046186641,0.335859782,0.346518238,0.189009948,0.355992421,0.468972051,0.085741355,0.529606821,2.08
WM-041,W,M,24.96511628,85,0,1,0,0,0.317647059,0.047058824,0.047058824,0.588235294,2.19047619,2.8,2.141176471,3.141176471,2.623529412,2.56,1.729411765,1.75,4.141176471,2.088888889,2.611764706,3.192307692,1.717647059,2.635294118,2.976470588,2.411764706,145.5,212,202.5,113,1090,57.5,55,56.25,150.5,157.5,154,663.5,630.5,413,439,449.5,10.5,337.5,342,4.5,205,455,461.5,458.25,368,382,0.608715596,1.052339413,1.04691358,0.103669725,0.36525974,0.051605505,0.378899083,0.311697248,0.188073394,0.344036697,0.420412844,0.030275229,0.578440367,2.08
WM-200,W,M,19.5,26,0,1,0,0,0,0,0,1,2.115384615,2.076923077,3.269230769,3.52,1.846153846,2.038461538,1.730769231,2.307692308,3.846153846,4.433962264,3.192307692,.,1.807692308,1.769230769,3.653846154,1.92,173.5,240.5,275,118,1218.5,65,61.5,63.25,170,159,164.5,651,469,480,491,484,7,381,378,3,229.5,455.5,458.5,457,398,381,0.534263439,1.388059701,0.874545455,0.096840378,0.38449848,0.051908084,0.393926959,0.311448502,0.188346327,0.319655314,0.375051293,182,0.384899467,1.786360019
WM-201,W,M,38.91304348,23,0,1,0,0,0,0,0,1,1.727272727,2,1.727272727,2.782608696,1.913043478,2.739130435,1.363636364,2.636363636,4.636363636,4.019607843,2.434782609,.,1.739130435,1.739130435,3.130434783,2.260869565,164.5,203.5,218,70,1162.5,38,30.5,34.25,148.5,134.5,141.5,645,524.5,471,447,476.5,29.5,386,372.5,13.5,220,414.5,400,407.25,377.5,421,0.55483871,1.229742612,0.933486239,0.060215054,0.24204947,0.029462366,0.40516129,0.326236559,0.189247312,0.34344086,0.350322581,120.5,0.451182796,1.848987043
WM-202,W,M,21.69230769,26,0,1,0,0,0,0,0,1,1.769230769,1.56,2.653846154,3.192307692,1.269230769,2.038461538,1.68,2.269230769,4.346153846,3.163265306,1.769230769,.,1.423076923,1.653846154,3.769230769,2,154.5,239,205.5,105,1193,70,73,71.5,169,163,166,641,507,488.5,487.5,492.5,5,366.5,359,7.5,239.5,465.5,452.5,459,394,405,0.537300922,1.264299803,1.163017032,0.088013412,0.430722892,0.059932942,0.40947192,0.304065381,0.200754401,0.334870075,0.384744342,134,0.424979044,1.855094065
